project_id,task_id,task_type,planned_duration_days,actual_duration_days,delay_days,grace_period_days,penalty_per_day_inr,contractor_past_delay_rate,is_monsoon_period,material_supply_delay,preceding_task_delayed,task_sequence_index,delay_cause,violation,penalty_amount_inr,data_source
PROJ_0211,PROJ_0211_T02,road_marking_and_signage_installation,15,26,11,0,10000,0.47,0,1,1,1,material_shortage,1,110000,synthetic
PROJ_0211,PROJ_0211_T03,bituminous_macadam_laying,30,27,0,3,10000,0.47,1,0,1,2,on_schedule,0,0,synthetic
PROJ_0212,PROJ_0212_T01,road_marking_and_signage_installation,15,15,0,0,10000,0.13,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0212,PROJ_0212_T02,guardrail_installation,25,24,0,5,10000,0.13,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0212,PROJ_0212_T03,bituminous_macadam_laying,30,28,0,3,10000,0.13,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0213,PROJ_0213_T01,site_clearance_and_excavation,20,20,0,0,10000,0.42,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0213,PROJ_0213_T02,bituminous_macadam_laying,30,50,20,3,10000,0.42,0,0,0,1,labour_dispute,1,170000,synthetic
PROJ_0213,PROJ_0213_T03,road_marking_and_signage_installation,15,14,0,0,10000,0.42,0,0,1,2,on_schedule,0,0,synthetic
PROJ_0213,PROJ_0213_T04,guardrail_installation,25,21,0,5,10000,0.42,0,0,0,3,on_schedule,0,0,synthetic
PROJ_0214,PROJ_0214_T01,guardrail_installation,25,25,0,5,10000,0.49,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0214,PROJ_0214_T02,site_clearance_and_excavation,20,20,0,0,10000,0.49,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0214,PROJ_0214_T03,sub_base_course_preparation,45,44,0,0,10000,0.49,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0214,PROJ_0214_T04,bridge_deck_construction,60,52,0,7,10000,0.49,0,0,0,3,on_schedule,0,0,synthetic
PROJ_0214,PROJ_0214_T05,bituminous_macadam_laying,30,25,0,3,10000,0.49,1,0,0,4,on_schedule,0,0,synthetic
PROJ_0215,PROJ_0215_T01,guardrail_installation,25,22,0,5,10000,0.39,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0215,PROJ_0215_T02,road_marking_and_signage_installation,15,14,0,0,10000,0.39,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0215,PROJ_0215_T03,site_clearance_and_excavation,20,19,0,0,10000,0.39,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0215,PROJ_0215_T04,bridge_deck_construction,60,60,0,7,10000,0.39,1,0,0,3,on_schedule,0,0,synthetic
PROJ_0215,PROJ_0215_T05,bituminous_macadam_laying,30,27,0,3,10000,0.39,1,0,0,4,on_schedule,0,0,synthetic
PROJ_0215,PROJ_0215_T06,sub_base_course_preparation,45,36,0,0,10000,0.39,1,0,0,5,on_schedule,0,0,synthetic
PROJ_0216,PROJ_0216_T01,site_clearance_and_excavation,20,19,0,0,10000,0.23,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0216,PROJ_0216_T02,road_marking_and_signage_installation,15,12,0,0,10000,0.23,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0216,PROJ_0216_T03,sub_base_course_preparation,45,51,6,0,10000,0.23,1,0,0,2,design_change,1,60000,synthetic
PROJ_0217,PROJ_0217_T01,road_marking_and_signage_installation,15,14,0,0,10000,0.38,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0217,PROJ_0217_T02,site_clearance_and_excavation,20,17,0,0,10000,0.38,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0217,PROJ_0217_T03,guardrail_installation,25,21,0,5,10000,0.38,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0218,PROJ_0218_T01,road_marking_and_signage_installation,15,17,2,0,10000,0.2,0,0,0,0,subcontractor_failure,1,20000,synthetic
PROJ_0218,PROJ_0218_T02,bridge_deck_construction,60,56,0,7,10000,0.2,0,0,1,1,on_schedule,0,0,synthetic
PROJ_0218,PROJ_0218_T03,guardrail_installation,25,22,0,5,10000,0.2,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0218,PROJ_0218_T04,bituminous_macadam_laying,30,28,0,3,10000,0.2,1,0,0,3,on_schedule,0,0,synthetic
PROJ_0218,PROJ_0218_T05,site_clearance_and_excavation,20,20,0,0,10000,0.2,1,0,0,4,on_schedule,0,0,synthetic
PROJ_0219,PROJ_0219_T01,sub_base_course_preparation,45,36,0,0,10000,0.21,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0219,PROJ_0219_T02,road_marking_and_signage_installation,15,13,0,0,10000,0.21,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0219,PROJ_0219_T03,bituminous_macadam_laying,30,29,0,3,10000,0.21,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0219,PROJ_0219_T04,guardrail_installation,25,20,0,5,10000,0.21,0,0,0,3,on_schedule,0,0,synthetic
PROJ_0219,PROJ_0219_T05,bridge_deck_construction,60,54,0,7,10000,0.21,0,0,0,4,on_schedule,0,0,synthetic
PROJ_0219,PROJ_0219_T06,site_clearance_and_excavation,20,20,0,0,10000,0.21,1,0,0,5,on_schedule,0,0,synthetic
PROJ_0220,PROJ_0220_T01,road_marking_and_signage_installation,15,13,0,0,10000,0.37,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0220,PROJ_0220_T02,guardrail_installation,25,23,0,5,10000,0.37,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0220,PROJ_0220_T03,site_clearance_and_excavation,20,19,0,0,10000,0.37,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0220,PROJ_0220_T04,sub_base_course_preparation,45,45,0,0,10000,0.37,0,0,0,3,on_schedule,0,0,synthetic
PROJ_0221,PROJ_0221_T01,bridge_deck_construction,60,54,0,7,10000,0.51,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0221,PROJ_0221_T02,guardrail_installation,25,30,5,5,10000,0.51,0,0,0,1,subcontractor_failure,0,0,synthetic
PROJ_0221,PROJ_0221_T03,road_marking_and_signage_installation,15,23,8,0,10000,0.51,1,0,1,2,equipment_breakdown,1,80000,synthetic
PROJ_0221,PROJ_0221_T04,sub_base_course_preparation,45,40,0,0,10000,0.51,1,0,1,3,on_schedule,0,0,synthetic
PROJ_0222,PROJ_0222_T01,bridge_deck_construction,60,52,0,7,10000,0.3,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0222,PROJ_0222_T02,road_marking_and_signage_installation,15,12,0,0,10000,0.3,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0222,PROJ_0222_T03,bituminous_macadam_laying,30,26,0,3,10000,0.3,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0223,PROJ_0223_T01,guardrail_installation,25,25,0,5,10000,0.38,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0223,PROJ_0223_T02,bridge_deck_construction,60,58,0,7,10000,0.38,0,0,0,1,on_schedule,0,0,synthetic
PROJ_0223,PROJ_0223_T03,bituminous_macadam_laying,30,26,0,3,10000,0.38,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0223,PROJ_0223_T04,road_marking_and_signage_installation,15,15,0,0,10000,0.38,1,0,0,3,on_schedule,0,0,synthetic
PROJ_0223,PROJ_0223_T05,site_clearance_and_excavation,20,19,0,0,10000,0.38,1,0,0,4,on_schedule,0,0,synthetic
PROJ_0224,PROJ_0224_T01,road_marking_and_signage_installation,15,21,6,0,10000,0.42,1,0,0,0,labour_dispute,1,60000,synthetic
PROJ_0224,PROJ_0224_T02,bridge_deck_construction,60,52,0,7,10000,0.42,1,0,1,1,on_schedule,0,0,synthetic
PROJ_0224,PROJ_0224_T03,guardrail_installation,25,23,0,5,10000,0.42,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0224,PROJ_0224_T04,sub_base_course_preparation,45,41,0,0,10000,0.42,1,0,0,3,on_schedule,0,0,synthetic
PROJ_0224,PROJ_0224_T05,site_clearance_and_excavation,20,17,0,0,10000,0.42,0,0,0,4,on_schedule,0,0,synthetic
PROJ_0224,PROJ_0224_T06,bituminous_macadam_laying,30,38,8,3,10000,0.42,0,0,0,5,land_acquisition,1,50000,synthetic
PROJ_0225,PROJ_0225_T01,bituminous_macadam_laying,30,24,0,3,10000,0.18,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0225,PROJ_0225_T02,bridge_deck_construction,60,49,0,7,10000,0.18,0,0,0,1,on_schedule,0,0,synthetic
PROJ_0225,PROJ_0225_T03,sub_base_course_preparation,45,38,0,0,10000,0.18,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0225,PROJ_0225_T04,road_marking_and_signage_installation,15,15,0,0,10000,0.18,1,0,0,3,on_schedule,0,0,synthetic
PROJ_0226,PROJ_0226_T01,guardrail_installation,25,21,0,5,10000,0.22,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0226,PROJ_0226_T02,site_clearance_and_excavation,20,32,12,0,10000,0.22,1,0,0,1,utility_shifting,1,120000,synthetic
PROJ_0226,PROJ_0226_T03,road_marking_and_signage_installation,15,14,0,0,10000,0.22,1,0,1,2,on_schedule,0,0,synthetic
PROJ_0226,PROJ_0226_T04,bituminous_macadam_laying,30,53,23,3,10000,0.22,1,0,0,3,equipment_breakdown,1,200000,synthetic
PROJ_0227,PROJ_0227_T01,bridge_deck_construction,60,55,0,7,10000,0.36,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0227,PROJ_0227_T02,sub_base_course_preparation,45,40,0,0,10000,0.36,0,0,0,1,on_schedule,0,0,synthetic
PROJ_0227,PROJ_0227_T03,guardrail_installation,25,20,0,5,10000,0.36,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0227,PROJ_0227_T04,road_marking_and_signage_installation,15,15,0,0,10000,0.36,0,0,0,3,on_schedule,0,0,synthetic
PROJ_0227,PROJ_0227_T05,site_clearance_and_excavation,20,19,0,0,10000,0.36,1,0,0,4,on_schedule,0,0,synthetic
PROJ_0227,PROJ_0227_T06,bituminous_macadam_laying,30,44,14,3,10000,0.36,0,0,0,5,land_acquisition,1,110000,synthetic
PROJ_0228,PROJ_0228_T01,road_marking_and_signage_installation,15,13,0,0,10000,0.37,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0228,PROJ_0228_T02,site_clearance_and_excavation,20,17,0,0,10000,0.37,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0228,PROJ_0228_T03,sub_base_course_preparation,45,61,16,0,10000,0.37,1,0,0,2,land_acquisition,1,160000,synthetic
PROJ_0229,PROJ_0229_T01,bituminous_macadam_laying,30,28,0,3,10000,0.31,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0229,PROJ_0229_T02,road_marking_and_signage_installation,15,15,0,0,10000,0.31,0,0,0,1,on_schedule,0,0,synthetic
PROJ_0229,PROJ_0229_T03,sub_base_course_preparation,45,38,0,0,10000,0.31,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0229,PROJ_0229_T04,site_clearance_and_excavation,20,16,0,0,10000,0.31,0,0,0,3,on_schedule,0,0,synthetic
PROJ_0229,PROJ_0229_T05,bridge_deck_construction,60,52,0,7,10000,0.31,1,0,0,4,on_schedule,0,0,synthetic
PROJ_0230,PROJ_0230_T01,bridge_deck_construction,60,92,32,7,10000,0.46,1,0,0,0,labour_dispute,1,250000,synthetic
PROJ_0230,PROJ_0230_T02,bituminous_macadam_laying,30,30,0,3,10000,0.46,1,0,1,1,on_schedule,0,0,synthetic
PROJ_0230,PROJ_0230_T03,road_marking_and_signage_installation,15,15,0,0,10000,0.46,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0230,PROJ_0230_T04,sub_base_course_preparation,45,38,0,0,10000,0.46,0,0,0,3,on_schedule,0,0,synthetic
PROJ_0231,PROJ_0231_T01,bituminous_macadam_laying,30,26,0,3,10000,0.49,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0231,PROJ_0231_T02,sub_base_course_preparation,45,37,0,0,10000,0.49,0,0,0,1,on_schedule,0,0,synthetic
PROJ_0231,PROJ_0231_T03,site_clearance_and_excavation,20,19,0,0,10000,0.49,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0231,PROJ_0231_T04,bridge_deck_construction,60,48,0,7,10000,0.49,0,0,0,3,on_schedule,0,0,synthetic
PROJ_0231,PROJ_0231_T05,guardrail_installation,25,20,0,5,10000,0.49,0,0,0,4,on_schedule,0,0,synthetic
PROJ_0232,PROJ_0232_T01,guardrail_installation,25,25,0,5,10000,0.29,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0232,PROJ_0232_T02,bridge_deck_construction,60,64,4,7,10000,0.29,0,0,0,1,labour_dispute,0,0,synthetic
PROJ_0232,PROJ_0232_T03,road_marking_and_signage_installation,15,22,7,0,10000,0.29,0,0,1,2,utility_shifting,1,70000,synthetic
PROJ_0232,PROJ_0232_T04,sub_base_course_preparation,45,63,18,0,10000,0.29,1,0,1,3,rain_monsoon,1,180000,synthetic
PROJ_0232,PROJ_0232_T05,bituminous_macadam_laying,30,24,0,3,10000,0.29,0,0,1,4,on_schedule,0,0,synthetic
PROJ_0232,PROJ_0232_T06,site_clearance_and_excavation,20,19,0,0,10000,0.29,0,0,0,5,on_schedule,0,0,synthetic
PROJ_0233,PROJ_0233_T01,road_marking_and_signage_installation,15,12,0,0,10000,0.49,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0233,PROJ_0233_T02,bridge_deck_construction,60,50,0,7,10000,0.49,0,0,0,1,on_schedule,0,0,synthetic
PROJ_0233,PROJ_0233_T03,site_clearance_and_excavation,20,28,8,0,10000,0.49,1,0,0,2,utility_shifting,1,80000,synthetic
PROJ_0233,PROJ_0233_T04,bituminous_macadam_laying,30,27,0,3,10000,0.49,0,0,1,3,on_schedule,0,0,synthetic
PROJ_0233,PROJ_0233_T05,sub_base_course_preparation,45,70,25,0,10000,0.49,0,0,0,4,utility_shifting,1,250000,synthetic
PROJ_0234,PROJ_0234_T01,site_clearance_and_excavation,20,26,6,0,10000,0.55,1,0,0,0,utility_shifting,1,60000,synthetic
PROJ_0234,PROJ_0234_T02,bridge_deck_construction,60,52,0,7,10000,0.55,0,0,1,1,on_schedule,0,0,synthetic
PROJ_0234,PROJ_0234_T03,guardrail_installation,25,30,5,5,10000,0.55,1,0,0,2,subcontractor_failure,0,0,synthetic
PROJ_0234,PROJ_0234_T04,sub_base_course_preparation,45,44,0,0,10000,0.55,1,0,1,3,on_schedule,0,0,synthetic
PROJ_0234,PROJ_0234_T05,road_marking_and_signage_installation,15,15,0,0,10000,0.55,0,0,0,4,on_schedule,0,0,synthetic
PROJ_0235,PROJ_0235_T01,guardrail_installation,25,20,0,5,10000,0.41,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0235,PROJ_0235_T02,sub_base_course_preparation,45,77,32,0,10000,0.41,1,0,0,1,equipment_breakdown,1,320000,synthetic
PROJ_0235,PROJ_0235_T03,road_marking_and_signage_installation,15,14,0,0,10000,0.41,0,0,1,2,on_schedule,0,0,synthetic
PROJ_0236,PROJ_0236_T01,bituminous_macadam_laying,30,32,2,3,10000,0.36,0,0,0,0,labour_dispute,0,0,synthetic
PROJ_0236,PROJ_0236_T02,bridge_deck_construction,60,49,0,7,10000,0.36,0,0,1,1,on_schedule,0,0,synthetic
PROJ_0236,PROJ_0236_T03,road_marking_and_signage_installation,15,15,0,0,10000,0.36,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0237,PROJ_0237_T01,road_marking_and_signage_installation,15,12,0,0,10000,0.12,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0237,PROJ_0237_T02,sub_base_course_preparation,45,36,0,0,10000,0.12,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0237,PROJ_0237_T03,bituminous_macadam_laying,30,27,0,3,10000,0.12,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0237,PROJ_0237_T04,site_clearance_and_excavation,20,16,0,0,10000,0.12,1,0,0,3,on_schedule,0,0,synthetic
PROJ_0237,PROJ_0237_T05,guardrail_installation,25,25,0,5,10000,0.12,0,0,0,4,on_schedule,0,0,synthetic
PROJ_0238,PROJ_0238_T01,road_marking_and_signage_installation,15,13,0,0,10000,0.14,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0238,PROJ_0238_T02,sub_base_course_preparation,45,39,0,0,10000,0.14,0,0,0,1,on_schedule,0,0,synthetic
PROJ_0238,PROJ_0238_T03,bituminous_macadam_laying,30,28,0,3,10000,0.14,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0238,PROJ_0238_T04,site_clearance_and_excavation,20,20,0,0,10000,0.14,1,0,0,3,on_schedule,0,0,synthetic
PROJ_0238,PROJ_0238_T05,guardrail_installation,25,25,0,5,10000,0.14,1,0,0,4,on_schedule,0,0,synthetic
PROJ_0239,PROJ_0239_T01,road_marking_and_signage_installation,15,13,0,0,10000,0.18,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0239,PROJ_0239_T02,sub_base_course_preparation,45,41,0,0,10000,0.18,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0239,PROJ_0239_T03,site_clearance_and_excavation,20,19,0,0,10000,0.18,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0240,PROJ_0240_T01,sub_base_course_preparation,45,43,0,0,10000,0.4,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0240,PROJ_0240_T02,bridge_deck_construction,60,48,0,7,10000,0.4,0,0,0,1,on_schedule,0,0,synthetic
PROJ_0240,PROJ_0240_T03,road_marking_and_signage_installation,15,12,0,0,10000,0.4,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0240,PROJ_0240_T04,site_clearance_and_excavation,20,18,0,0,10000,0.4,0,0,0,3,on_schedule,0,0,synthetic
PROJ_0240,PROJ_0240_T05,guardrail_installation,25,33,8,5,10000,0.4,1,0,0,4,labour_dispute,1,30000,synthetic
PROJ_0241,PROJ_0241_T01,bridge_deck_construction,60,90,30,7,10000,0.49,0,0,0,0,utility_shifting,1,230000,synthetic
PROJ_0241,PROJ_0241_T02,guardrail_installation,25,37,12,5,10000,0.49,0,0,1,1,labour_dispute,1,70000,synthetic
PROJ_0241,PROJ_0241_T03,road_marking_and_signage_installation,15,20,5,0,10000,0.49,1,0,1,2,rain_monsoon,1,50000,synthetic
PROJ_0242,PROJ_0242_T01,bridge_deck_construction,60,59,0,7,10000,0.47,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0242,PROJ_0242_T02,guardrail_installation,25,22,0,5,10000,0.47,0,0,0,1,on_schedule,0,0,synthetic
PROJ_0242,PROJ_0242_T03,site_clearance_and_excavation,20,20,0,0,10000,0.47,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0242,PROJ_0242_T04,bituminous_macadam_laying,30,32,2,3,10000,0.47,1,0,0,3,utility_shifting,0,0,synthetic
PROJ_0243,PROJ_0243_T01,bituminous_macadam_laying,30,24,0,3,10000,0.31,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0243,PROJ_0243_T02,road_marking_and_signage_installation,15,13,0,0,10000,0.31,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0243,PROJ_0243_T03,bridge_deck_construction,60,51,0,7,10000,0.31,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0243,PROJ_0243_T04,guardrail_installation,25,38,13,5,10000,0.31,0,0,0,3,subcontractor_failure,1,80000,synthetic
PROJ_0243,PROJ_0243_T05,sub_base_course_preparation,45,64,19,0,10000,0.31,0,0,1,4,design_change,1,190000,synthetic
PROJ_0243,PROJ_0243_T06,site_clearance_and_excavation,20,23,3,0,10000,0.31,0,0,1,5,subcontractor_failure,1,30000,synthetic
PROJ_0244,PROJ_0244_T01,site_clearance_and_excavation,20,17,0,0,10000,0.23,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0244,PROJ_0244_T02,sub_base_course_preparation,45,45,0,0,10000,0.23,0,0,0,1,on_schedule,0,0,synthetic
PROJ_0244,PROJ_0244_T03,bridge_deck_construction,60,59,0,7,10000,0.23,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0244,PROJ_0244_T04,guardrail_installation,25,34,9,5,10000,0.23,1,0,0,3,design_change,1,40000,synthetic
PROJ_0244,PROJ_0244_T05,bituminous_macadam_laying,30,28,0,3,10000,0.23,0,0,1,4,on_schedule,0,0,synthetic
PROJ_0244,PROJ_0244_T06,road_marking_and_signage_installation,15,22,7,0,10000,0.23,1,0,0,5,design_change,1,70000,synthetic
PROJ_0245,PROJ_0245_T01,guardrail_installation,25,24,0,5,10000,0.2,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0245,PROJ_0245_T02,sub_base_course_preparation,45,43,0,0,10000,0.2,0,0,0,1,on_schedule,0,0,synthetic
PROJ_0245,PROJ_0245_T03,bituminous_macadam_laying,30,25,0,3,10000,0.2,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0245,PROJ_0245_T04,road_marking_and_signage_installation,15,13,0,0,10000,0.2,0,0,0,3,on_schedule,0,0,synthetic
PROJ_0245,PROJ_0245_T05,site_clearance_and_excavation,20,22,2,0,10000,0.2,0,0,0,4,labour_dispute,1,20000,synthetic
PROJ_0246,PROJ_0246_T01,bridge_deck_construction,60,74,14,7,10000,0.11,0,0,0,0,labour_dispute,1,70000,synthetic
PROJ_0246,PROJ_0246_T02,bituminous_macadam_laying,30,30,0,3,10000,0.11,1,0,1,1,on_schedule,0,0,synthetic
PROJ_0246,PROJ_0246_T03,guardrail_installation,25,24,0,5,10000,0.11,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0246,PROJ_0246_T04,road_marking_and_signage_installation,15,12,0,0,10000,0.11,1,0,0,3,on_schedule,0,0,synthetic
PROJ_0246,PROJ_0246_T05,site_clearance_and_excavation,20,20,0,0,10000,0.11,0,0,0,4,on_schedule,0,0,synthetic
PROJ_0247,PROJ_0247_T01,guardrail_installation,25,20,0,5,10000,0.19,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0247,PROJ_0247_T02,road_marking_and_signage_installation,15,14,0,0,10000,0.19,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0247,PROJ_0247_T03,bridge_deck_construction,60,48,0,7,10000,0.19,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0247,PROJ_0247_T04,bituminous_macadam_laying,30,29,0,3,10000,0.19,1,0,0,3,on_schedule,0,0,synthetic
PROJ_0247,PROJ_0247_T05,sub_base_course_preparation,45,70,25,0,10000,0.19,1,0,0,4,rain_monsoon,1,250000,synthetic
PROJ_0248,PROJ_0248_T01,sub_base_course_preparation,45,65,20,0,10000,0.53,1,0,0,0,utility_shifting,1,200000,synthetic
PROJ_0248,PROJ_0248_T02,bituminous_macadam_laying,30,25,0,3,10000,0.53,0,0,1,1,on_schedule,0,0,synthetic
PROJ_0248,PROJ_0248_T03,road_marking_and_signage_installation,15,14,0,0,10000,0.53,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0248,PROJ_0248_T04,bridge_deck_construction,60,51,0,7,10000,0.53,1,0,0,3,on_schedule,0,0,synthetic
PROJ_0248,PROJ_0248_T05,site_clearance_and_excavation,20,18,0,0,10000,0.53,1,0,0,4,on_schedule,0,0,synthetic
PROJ_0248,PROJ_0248_T06,guardrail_installation,25,20,0,5,10000,0.53,1,0,0,5,on_schedule,0,0,synthetic
PROJ_0249,PROJ_0249_T01,site_clearance_and_excavation,20,20,0,0,10000,0.18,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0249,PROJ_0249_T02,road_marking_and_signage_installation,15,13,0,0,10000,0.18,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0249,PROJ_0249_T03,bituminous_macadam_laying,30,28,0,3,10000,0.18,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0249,PROJ_0249_T04,guardrail_installation,25,21,0,5,10000,0.18,0,0,0,3,on_schedule,0,0,synthetic
PROJ_0250,PROJ_0250_T01,bridge_deck_construction,60,56,0,7,10000,0.39,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0250,PROJ_0250_T02,road_marking_and_signage_installation,15,13,0,0,10000,0.39,0,0,0,1,on_schedule,0,0,synthetic
PROJ_0250,PROJ_0250_T03,sub_base_course_preparation,45,44,0,0,10000,0.39,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0250,PROJ_0250_T04,site_clearance_and_excavation,20,25,5,0,10000,0.39,1,1,0,3,material_shortage,1,50000,synthetic
PROJ_0251,PROJ_0251_T01,guardrail_installation,25,26,1,5,10000,0.58,0,0,0,0,land_acquisition,0,0,synthetic
PROJ_0251,PROJ_0251_T02,site_clearance_and_excavation,20,17,0,0,10000,0.58,0,0,1,1,on_schedule,0,0,synthetic
PROJ_0251,PROJ_0251_T03,bridge_deck_construction,60,59,0,7,10000,0.58,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0251,PROJ_0251_T04,bituminous_macadam_laying,30,50,20,3,10000,0.58,1,0,0,3,subcontractor_failure,1,170000,synthetic
PROJ_0251,PROJ_0251_T05,sub_base_course_preparation,45,70,25,0,10000,0.58,1,0,1,4,subcontractor_failure,1,250000,synthetic
PROJ_0251,PROJ_0251_T06,road_marking_and_signage_installation,15,19,4,0,10000,0.58,0,0,1,5,labour_dispute,1,40000,synthetic
PROJ_0252,PROJ_0252_T01,bituminous_macadam_laying,30,45,15,3,10000,0.48,1,0,0,0,subcontractor_failure,1,120000,synthetic
PROJ_0252,PROJ_0252_T02,guardrail_installation,25,21,0,5,10000,0.48,1,0,1,1,on_schedule,0,0,synthetic
PROJ_0252,PROJ_0252_T03,site_clearance_and_excavation,20,16,0,0,10000,0.48,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0252,PROJ_0252_T04,bridge_deck_construction,60,54,0,7,10000,0.48,0,0,0,3,on_schedule,0,0,synthetic
PROJ_0252,PROJ_0252_T05,sub_base_course_preparation,45,43,0,0,10000,0.48,1,0,0,4,on_schedule,0,0,synthetic
PROJ_0252,PROJ_0252_T06,road_marking_and_signage_installation,15,12,0,0,10000,0.48,0,0,0,5,on_schedule,0,0,synthetic
PROJ_0253,PROJ_0253_T01,bituminous_macadam_laying,30,27,0,3,10000,0.59,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0253,PROJ_0253_T02,sub_base_course_preparation,45,40,0,0,10000,0.59,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0253,PROJ_0253_T03,site_clearance_and_excavation,20,30,10,0,10000,0.59,0,1,0,2,material_shortage,1,100000,synthetic
PROJ_0253,PROJ_0253_T04,guardrail_installation,25,25,0,5,10000,0.59,1,0,1,3,on_schedule,0,0,synthetic
PROJ_0253,PROJ_0253_T05,bridge_deck_construction,60,93,33,7,10000,0.59,0,0,0,4,rain_monsoon,1,260000,synthetic
PROJ_0253,PROJ_0253_T06,road_marking_and_signage_installation,15,13,0,0,10000,0.59,1,0,1,5,on_schedule,0,0,synthetic
PROJ_0254,PROJ_0254_T01,bituminous_macadam_laying,30,41,11,3,10000,0.26,0,0,0,0,equipment_breakdown,1,80000,synthetic
PROJ_0254,PROJ_0254_T02,road_marking_and_signage_installation,15,27,12,0,10000,0.26,1,0,1,1,subcontractor_failure,1,120000,synthetic
PROJ_0254,PROJ_0254_T03,site_clearance_and_excavation,20,33,13,0,10000,0.26,1,0,1,2,equipment_breakdown,1,130000,synthetic
PROJ_0254,PROJ_0254_T04,guardrail_installation,25,20,0,5,10000,0.26,0,0,1,3,on_schedule,0,0,synthetic
PROJ_0254,PROJ_0254_T05,bridge_deck_construction,60,57,0,7,10000,0.26,0,0,0,4,on_schedule,0,0,synthetic
PROJ_0254,PROJ_0254_T06,sub_base_course_preparation,45,55,10,0,10000,0.26,0,0,0,5,equipment_breakdown,1,100000,synthetic
