project_id,task_id,task_type,planned_duration_days,actual_duration_days,violation,delay_cause,contractor_past_delay_rate,is_monsoon_period,grace_period_days,material_supply_delay,preceding_task_delayed,task_sequence_index,penalty_per_day_inr,delay_days,penalty_amount_inr
PROJ_REAL_133.0,PROJ_REAL_133.0_6,labor_and_equipment.1,60,64.0,0,Labor and Equipment.1,0.22018565995431263,0,0,0,0,6,20000,4.0,0.0
PROJ_REAL_134.0,PROJ_REAL_134.0_6,labor_and_equipment.1,60,76.0,1,Labor and Equipment.1,0.7970513406187903,0,0,0,1,6,15000,16.0,240000.0
PROJ_REAL_135.0,PROJ_REAL_135.0_6,labor_and_equipment.1,60,68.0,0,Labor and Equipment.1,0.3764351474844981,0,0,0,0,6,25000,8.0,0.0
PROJ_REAL_136.0,PROJ_REAL_136.0_6,labor_and_equipment.1,60,76.0,1,Labor and Equipment.1,0.7780772070906335,0,5,0,1,6,25000,16.0,400000.0
PROJ_REAL_137.0,PROJ_REAL_137.0_6,labor_and_equipment.1,60,76.0,1,Labor and Equipment.1,0.8401468654453799,0,5,0,1,6,15000,16.0,240000.0
PROJ_REAL_138.0,PROJ_REAL_138.0_6,labor_and_equipment.1,60,72.0,1,Labor and Equipment.1,0.6249754118522358,0,2,0,0,6,15000,12.0,180000.0
PROJ_REAL_139.0,PROJ_REAL_139.0_6,labor_and_equipment.1,60,80.0,1,Labor and Equipment.1,1.0,0,1,0,0,6,20000,20.0,400000.0
PROJ_REAL_140.0,PROJ_REAL_140.0_6,labor_and_equipment.1,60,76.0,1,Labor and Equipment.1,0.8485699973798604,0,7,0,0,6,20000,16.0,320000.0
PROJ_REAL_141.0,PROJ_REAL_141.0_6,labor_and_equipment.1,60,76.0,1,Labor and Equipment.1,0.6037857028227829,0,6,0,1,6,10000,16.0,160000.0
PROJ_REAL_142.0,PROJ_REAL_142.0_6,labor_and_equipment.1,60,76.0,1,Labor and Equipment.1,0.8279890110361321,0,0,0,0,6,20000,16.0,320000.0
PROJ_REAL_143.0,PROJ_REAL_143.0_6,labor_and_equipment.1,60,68.0,0,Labor and Equipment.1,0.34755386789538345,0,3,0,0,6,5000,8.0,0.0
PROJ_REAL_1.0,PROJ_REAL_1.0_7,labor_and_equipment.2,60,64.0,0,Labor and Equipment.2,0.29396145297300186,0,5,0,1,7,5000,4.0,0.0
PROJ_REAL_2.0,PROJ_REAL_2.0_7,labor_and_equipment.2,60,68.0,0,Labor and Equipment.2,0.23016935468013192,0,4,0,0,7,20000,8.0,0.0
PROJ_REAL_3.0,PROJ_REAL_3.0_7,labor_and_equipment.2,60,68.0,0,Labor and Equipment.2,0.5199925559860963,0,3,0,0,7,25000,8.0,0.0
PROJ_REAL_4.0,PROJ_REAL_4.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.8211018504959823,0,3,0,1,7,15000,16.0,240000.0
PROJ_REAL_5.0,PROJ_REAL_5.0_7,labor_and_equipment.2,60,68.0,0,Labor and Equipment.2,0.5404547393839749,0,7,0,0,7,20000,8.0,0.0
PROJ_REAL_6.0,PROJ_REAL_6.0_7,labor_and_equipment.2,60,68.0,0,Labor and Equipment.2,0.47724043467304544,0,1,0,0,7,25000,8.0,0.0
PROJ_REAL_7.0,PROJ_REAL_7.0_7,labor_and_equipment.2,60,64.0,0,Labor and Equipment.2,0.14253090864323859,0,5,0,1,7,25000,4.0,0.0
PROJ_REAL_8.0,PROJ_REAL_8.0_7,labor_and_equipment.2,60,64.0,0,Labor and Equipment.2,0.002452111432236226,0,3,0,0,7,10000,4.0,0.0
PROJ_REAL_9.0,PROJ_REAL_9.0_7,labor_and_equipment.2,60,64.0,0,Labor and Equipment.2,0.035519382139318656,0,4,0,1,7,5000,4.0,0.0
PROJ_REAL_10.0,PROJ_REAL_10.0_7,labor_and_equipment.2,60,64.0,0,Labor and Equipment.2,0.2765560092204266,0,1,0,0,7,25000,4.0,0.0
PROJ_REAL_11.0,PROJ_REAL_11.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.9829755352686622,0,1,0,0,7,15000,16.0,240000.0
PROJ_REAL_12.0,PROJ_REAL_12.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.7549679097878655,0,2,0,0,7,10000,16.0,160000.0
PROJ_REAL_13.0,PROJ_REAL_13.0_7,labor_and_equipment.2,60,80.0,1,Labor and Equipment.2,1.0,0,0,0,0,7,5000,20.0,100000.0
PROJ_REAL_14.0,PROJ_REAL_14.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.7415624479399066,0,3,0,0,7,25000,16.0,400000.0
PROJ_REAL_15.0,PROJ_REAL_15.0_7,labor_and_equipment.2,60,80.0,1,Labor and Equipment.2,0.9917634916504066,0,6,0,0,7,15000,20.0,300000.0
PROJ_REAL_16.0,PROJ_REAL_16.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.5612196151294683,0,5,0,0,7,25000,12.0,300000.0
PROJ_REAL_17.0,PROJ_REAL_17.0_7,labor_and_equipment.2,60,80.0,1,Labor and Equipment.2,0.9178782310489728,0,5,0,1,7,10000,20.0,200000.0
PROJ_REAL_18.0,PROJ_REAL_18.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.7592323110069873,0,4,0,0,7,25000,16.0,400000.0
PROJ_REAL_19.0,PROJ_REAL_19.0_7,labor_and_equipment.2,60,64.0,0,Labor and Equipment.2,0.03692207720506066,0,2,0,1,7,10000,4.0,0.0
PROJ_REAL_20.0,PROJ_REAL_20.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.7750488180911322,0,3,0,0,7,5000,16.0,80000.0
PROJ_REAL_21.0,PROJ_REAL_21.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.7423945946074973,0,0,0,0,7,25000,16.0,400000.0
PROJ_REAL_22.0,PROJ_REAL_22.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.7537674770868165,0,7,0,0,7,25000,16.0,400000.0
PROJ_REAL_23.0,PROJ_REAL_23.0_7,labor_and_equipment.2,60,64.0,0,Labor and Equipment.2,0.12680299802573358,0,1,0,0,7,20000,4.0,0.0
PROJ_REAL_24.0,PROJ_REAL_24.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.7896486116942023,0,0,0,0,7,25000,16.0,400000.0
PROJ_REAL_25.0,PROJ_REAL_25.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.6822260191389815,0,0,0,0,7,20000,12.0,240000.0
PROJ_REAL_26.0,PROJ_REAL_26.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.6046098746991138,0,0,0,1,7,25000,12.0,300000.0
PROJ_REAL_27.0,PROJ_REAL_27.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.7396309667249408,0,4,0,0,7,25000,12.0,300000.0
PROJ_REAL_28.0,PROJ_REAL_28.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.641989843569896,0,5,0,0,7,20000,12.0,240000.0
PROJ_REAL_29.0,PROJ_REAL_29.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.520773285482548,0,2,0,0,7,20000,12.0,240000.0
PROJ_REAL_30.0,PROJ_REAL_30.0_7,labor_and_equipment.2,60,64.0,0,Labor and Equipment.2,0.060449774967822084,0,0,0,0,7,20000,4.0,0.0
PROJ_REAL_31.0,PROJ_REAL_31.0_7,labor_and_equipment.2,60,68.0,0,Labor and Equipment.2,0.40662753410264896,0,4,0,1,7,25000,8.0,0.0
PROJ_REAL_32.0,PROJ_REAL_32.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.6729227715041258,0,2,0,1,7,25000,12.0,300000.0
PROJ_REAL_33.0,PROJ_REAL_33.0_7,labor_and_equipment.2,60,68.0,0,Labor and Equipment.2,0.3135130505249068,0,3,0,0,7,5000,8.0,0.0
PROJ_REAL_34.0,PROJ_REAL_34.0_7,labor_and_equipment.2,60,68.0,0,Labor and Equipment.2,0.42598388380993457,0,3,0,1,7,20000,8.0,0.0
PROJ_REAL_35.0,PROJ_REAL_35.0_7,labor_and_equipment.2,60,68.0,0,Labor and Equipment.2,0.32635844246884627,0,7,0,0,7,5000,8.0,0.0
PROJ_REAL_36.0,PROJ_REAL_36.0_7,labor_and_equipment.2,60,68.0,0,Labor and Equipment.2,0.2570199605867859,0,7,0,0,7,25000,8.0,0.0
PROJ_REAL_37.0,PROJ_REAL_37.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.7072229192010774,0,2,0,1,7,25000,16.0,400000.0
PROJ_REAL_38.0,PROJ_REAL_38.0_7,labor_and_equipment.2,60,80.0,1,Labor and Equipment.2,0.9218244982307056,0,5,0,0,7,25000,20.0,500000.0
PROJ_REAL_39.0,PROJ_REAL_39.0_7,labor_and_equipment.2,60,68.0,0,Labor and Equipment.2,0.4273840370612786,0,3,0,0,7,15000,8.0,0.0
PROJ_REAL_40.0,PROJ_REAL_40.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.8833865237480925,0,0,0,0,7,10000,16.0,160000.0
PROJ_REAL_41.0,PROJ_REAL_41.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.8025336180323864,0,3,0,0,7,15000,16.0,240000.0
PROJ_REAL_42.0,PROJ_REAL_42.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.92847220300194,0,0,0,0,7,25000,16.0,400000.0
PROJ_REAL_43.0,PROJ_REAL_43.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.7768784219037939,0,6,0,1,7,15000,16.0,240000.0
PROJ_REAL_44.0,PROJ_REAL_44.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.880306149042291,0,0,0,0,7,25000,16.0,400000.0
PROJ_REAL_45.0,PROJ_REAL_45.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.8268150767056367,0,7,0,0,7,10000,16.0,160000.0
PROJ_REAL_46.0,PROJ_REAL_46.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.7583334354831256,0,6,0,0,7,15000,16.0,240000.0
PROJ_REAL_47.0,PROJ_REAL_47.0_7,labor_and_equipment.2,60,80.0,1,Labor and Equipment.2,0.9894144094555889,0,1,0,1,7,10000,20.0,200000.0
PROJ_REAL_48.0,PROJ_REAL_48.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.6896181862189684,0,1,0,0,7,5000,12.0,60000.0
PROJ_REAL_49.0,PROJ_REAL_49.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.6931651685609885,0,2,0,1,7,5000,12.0,60000.0
PROJ_REAL_50.0,PROJ_REAL_50.0_7,labor_and_equipment.2,60,80.0,1,Labor and Equipment.2,0.9496488697020763,0,2,0,1,7,5000,20.0,100000.0
PROJ_REAL_51.0,PROJ_REAL_51.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.5306982114992561,0,6,0,0,7,5000,12.0,60000.0
PROJ_REAL_52.0,PROJ_REAL_52.0_7,labor_and_equipment.2,60,80.0,1,Labor and Equipment.2,0.941478978528751,0,7,0,0,7,20000,20.0,400000.0
PROJ_REAL_53.0,PROJ_REAL_53.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.8929027832564167,0,3,0,1,7,25000,16.0,400000.0
PROJ_REAL_54.0,PROJ_REAL_54.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.8620658621992101,0,3,0,0,7,25000,16.0,400000.0
PROJ_REAL_55.0,PROJ_REAL_55.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.7135023332519225,0,7,0,0,7,10000,12.0,120000.0
PROJ_REAL_56.0,PROJ_REAL_56.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.5473277885534937,0,6,0,0,7,15000,12.0,180000.0
PROJ_REAL_57.0,PROJ_REAL_57.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.9075904107228272,0,4,0,0,7,10000,16.0,160000.0
PROJ_REAL_58.0,PROJ_REAL_58.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.9569476247516362,0,4,0,0,7,15000,16.0,240000.0
PROJ_REAL_59.0,PROJ_REAL_59.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.8643206427337404,0,1,0,0,7,25000,16.0,400000.0
PROJ_REAL_60.0,PROJ_REAL_60.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.8107383682689842,0,3,0,1,7,20000,16.0,320000.0
PROJ_REAL_61.0,PROJ_REAL_61.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.8510581878763389,0,4,0,0,7,15000,16.0,240000.0
PROJ_REAL_62.0,PROJ_REAL_62.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.6936452490591417,0,3,0,0,7,25000,16.0,400000.0
PROJ_REAL_63.0,PROJ_REAL_63.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.7825823414659584,0,1,0,0,7,15000,16.0,240000.0
PROJ_REAL_64.0,PROJ_REAL_64.0_7,labor_and_equipment.2,60,68.0,0,Labor and Equipment.2,0.2023556038239997,0,5,0,0,7,25000,8.0,0.0
PROJ_REAL_65.0,PROJ_REAL_65.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.6679645211507053,0,7,0,1,7,25000,16.0,400000.0
PROJ_REAL_66.0,PROJ_REAL_66.0_7,labor_and_equipment.2,60,80.0,1,Labor and Equipment.2,0.9545173502885789,0,1,0,1,7,20000,20.0,400000.0
PROJ_REAL_67.0,PROJ_REAL_67.0_7,labor_and_equipment.2,60,80.0,1,Labor and Equipment.2,0.9409140855163783,0,3,0,0,7,20000,20.0,400000.0
PROJ_REAL_68.0,PROJ_REAL_68.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.5060388891201915,0,3,0,1,7,10000,12.0,120000.0
PROJ_REAL_69.0,PROJ_REAL_69.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.6360123567840423,0,7,0,0,7,15000,12.0,180000.0
PROJ_REAL_70.0,PROJ_REAL_70.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.8992359411941845,0,1,0,0,7,20000,16.0,320000.0
PROJ_REAL_71.0,PROJ_REAL_71.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.7273349219039903,0,2,0,0,7,5000,16.0,80000.0
PROJ_REAL_72.0,PROJ_REAL_72.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.5680314422096019,0,3,0,1,7,5000,12.0,60000.0
PROJ_REAL_73.0,PROJ_REAL_73.0_7,labor_and_equipment.2,60,80.0,1,Labor and Equipment.2,1.0,0,2,0,0,7,10000,20.0,200000.0
PROJ_REAL_74.0,PROJ_REAL_74.0_7,labor_and_equipment.2,60,80.0,1,Labor and Equipment.2,1.0,0,5,0,0,7,25000,20.0,500000.0
PROJ_REAL_75.0,PROJ_REAL_75.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.5041839456712541,0,2,0,0,7,25000,12.0,300000.0
PROJ_REAL_76.0,PROJ_REAL_76.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.47407652081735085,0,5,0,0,7,15000,12.0,180000.0
PROJ_REAL_77.0,PROJ_REAL_77.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.738821226937827,0,3,0,1,7,5000,16.0,80000.0
PROJ_REAL_78.0,PROJ_REAL_78.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.653796676316244,0,6,0,0,7,15000,12.0,180000.0
PROJ_REAL_79.0,PROJ_REAL_79.0_7,labor_and_equipment.2,60,64.0,0,Labor and Equipment.2,0.06921004937004435,0,0,0,0,7,5000,4.0,0.0
PROJ_REAL_80.0,PROJ_REAL_80.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.886995635420129,0,0,0,1,7,20000,16.0,320000.0
PROJ_REAL_81.0,PROJ_REAL_81.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.9464617693842244,0,0,0,0,7,5000,16.0,80000.0
PROJ_REAL_82.0,PROJ_REAL_82.0_7,labor_and_equipment.2,60,80.0,1,Labor and Equipment.2,1.0,0,1,0,0,7,10000,20.0,200000.0
PROJ_REAL_83.0,PROJ_REAL_83.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.6766891707180328,0,7,0,0,7,10000,16.0,160000.0
PROJ_REAL_84.0,PROJ_REAL_84.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.7081098689404556,0,2,0,0,7,10000,16.0,160000.0
PROJ_REAL_85.0,PROJ_REAL_85.0_7,labor_and_equipment.2,60,64.0,0,Labor and Equipment.2,0.1575488510527308,0,3,0,0,7,20000,4.0,0.0
PROJ_REAL_86.0,PROJ_REAL_86.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.5371876921453673,0,6,0,1,7,10000,12.0,120000.0
PROJ_REAL_87.0,PROJ_REAL_87.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.886468182037477,0,7,0,1,7,20000,16.0,320000.0
PROJ_REAL_88.0,PROJ_REAL_88.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.8520882654497913,0,4,0,0,7,20000,16.0,320000.0
PROJ_REAL_89.0,PROJ_REAL_89.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.5868968269205033,0,7,0,1,7,20000,12.0,240000.0
PROJ_REAL_90.0,PROJ_REAL_90.0_7,labor_and_equipment.2,60,80.0,1,Labor and Equipment.2,1.0,0,2,0,1,7,10000,20.0,200000.0
PROJ_REAL_91.0,PROJ_REAL_91.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.8052324008200862,0,1,0,1,7,15000,12.0,180000.0
PROJ_REAL_92.0,PROJ_REAL_92.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.6964077300357853,0,3,0,1,7,20000,16.0,320000.0
PROJ_REAL_93.0,PROJ_REAL_93.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.8182246499306216,0,4,0,0,7,20000,16.0,320000.0
PROJ_REAL_94.0,PROJ_REAL_94.0_7,labor_and_equipment.2,60,64.0,0,Labor and Equipment.2,0.20293398067925938,0,7,0,0,7,25000,4.0,0.0
PROJ_REAL_95.0,PROJ_REAL_95.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.6650718785842007,0,4,0,0,7,5000,12.0,60000.0
PROJ_REAL_96.0,PROJ_REAL_96.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.5958200586724802,0,4,0,0,7,10000,12.0,120000.0
PROJ_REAL_97.0,PROJ_REAL_97.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.8124665067475042,0,6,0,1,7,10000,16.0,160000.0
PROJ_REAL_98.0,PROJ_REAL_98.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.6468722839191101,0,5,0,0,7,15000,16.0,240000.0
PROJ_REAL_99.0,PROJ_REAL_99.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.7629695051153702,0,1,0,1,7,20000,12.0,240000.0
PROJ_REAL_100.0,PROJ_REAL_100.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.6080459217695591,0,3,0,0,7,5000,12.0,60000.0
PROJ_REAL_101.0,PROJ_REAL_101.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.8984977943996526,0,7,0,0,7,10000,16.0,160000.0
PROJ_REAL_102.0,PROJ_REAL_102.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.578096083936198,0,7,0,1,7,10000,12.0,120000.0
PROJ_REAL_103.0,PROJ_REAL_103.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.7492887015211025,0,3,0,0,7,10000,12.0,120000.0
PROJ_REAL_104.0,PROJ_REAL_104.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.6691103546501072,0,1,0,1,7,5000,16.0,80000.0
PROJ_REAL_105.0,PROJ_REAL_105.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.49832129741991327,0,2,0,0,7,10000,12.0,120000.0
PROJ_REAL_106.0,PROJ_REAL_106.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.730631787486292,0,3,0,0,7,25000,16.0,400000.0
PROJ_REAL_107.0,PROJ_REAL_107.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.6836121808748058,0,1,0,1,7,5000,12.0,60000.0
PROJ_REAL_108.0,PROJ_REAL_108.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.777456180715528,0,2,0,1,7,20000,12.0,240000.0
PROJ_REAL_109.0,PROJ_REAL_109.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.7498043531679502,0,3,0,0,7,5000,16.0,80000.0
PROJ_REAL_110.0,PROJ_REAL_110.0_7,labor_and_equipment.2,60,64.0,0,Labor and Equipment.2,0.27761880745270445,0,3,0,0,7,10000,4.0,0.0
PROJ_REAL_111.0,PROJ_REAL_111.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.8783478461620251,0,2,0,1,7,10000,12.0,120000.0
PROJ_REAL_112.0,PROJ_REAL_112.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.867216599761718,0,0,0,0,7,10000,16.0,160000.0
PROJ_REAL_113.0,PROJ_REAL_113.0_7,labor_and_equipment.2,60,80.0,1,Labor and Equipment.2,0.8460587163797781,0,7,0,0,7,20000,20.0,400000.0
PROJ_REAL_114.0,PROJ_REAL_114.0_7,labor_and_equipment.2,60,80.0,1,Labor and Equipment.2,1.0,0,7,0,0,7,5000,20.0,100000.0
PROJ_REAL_115.0,PROJ_REAL_115.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.3942718604746265,0,5,0,1,7,5000,12.0,60000.0
PROJ_REAL_116.0,PROJ_REAL_116.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.8918869344303083,0,3,0,0,7,10000,16.0,160000.0
PROJ_REAL_117.0,PROJ_REAL_117.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.6810388086346585,0,0,0,0,7,25000,12.0,300000.0
PROJ_REAL_118.0,PROJ_REAL_118.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.6778488354175849,0,4,0,1,7,5000,12.0,60000.0
PROJ_REAL_119.0,PROJ_REAL_119.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.73760608545842,0,7,0,1,7,5000,16.0,80000.0
PROJ_REAL_120.0,PROJ_REAL_120.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.6291874533264351,0,4,0,0,7,20000,12.0,240000.0
PROJ_REAL_121.0,PROJ_REAL_121.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.5472463141919923,0,1,0,0,7,10000,12.0,120000.0
PROJ_REAL_122.0,PROJ_REAL_122.0_7,labor_and_equipment.2,60,80.0,1,Labor and Equipment.2,0.9308275047154754,0,7,0,0,7,10000,20.0,200000.0
PROJ_REAL_123.0,PROJ_REAL_123.0_7,labor_and_equipment.2,60,80.0,1,Labor and Equipment.2,0.9892385757304644,0,6,0,0,7,15000,20.0,300000.0
PROJ_REAL_124.0,PROJ_REAL_124.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.8023981210679955,0,1,0,0,7,10000,16.0,160000.0
PROJ_REAL_125.0,PROJ_REAL_125.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.5907760802709406,0,2,0,0,7,20000,12.0,240000.0
PROJ_REAL_126.0,PROJ_REAL_126.0_7,labor_and_equipment.2,60,80.0,1,Labor and Equipment.2,1.0,0,3,0,1,7,15000,20.0,300000.0
PROJ_REAL_127.0,PROJ_REAL_127.0_7,labor_and_equipment.2,60,80.0,1,Labor and Equipment.2,1.0,0,7,0,1,7,20000,20.0,400000.0
PROJ_REAL_128.0,PROJ_REAL_128.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.6294223619640165,0,0,0,1,7,15000,12.0,180000.0
PROJ_REAL_129.0,PROJ_REAL_129.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.716347711733778,0,3,0,0,7,5000,16.0,80000.0
PROJ_REAL_130.0,PROJ_REAL_130.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.6917083273285947,0,6,0,1,7,10000,12.0,120000.0
PROJ_REAL_131.0,PROJ_REAL_131.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.7271063711611074,0,2,0,0,7,25000,16.0,400000.0
PROJ_REAL_132.0,PROJ_REAL_132.0_7,labor_and_equipment.2,60,64.0,0,Labor and Equipment.2,0.08499760669800077,0,2,0,1,7,20000,4.0,0.0
PROJ_REAL_133.0,PROJ_REAL_133.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.6679538269300858,0,3,0,0,7,20000,12.0,240000.0
PROJ_REAL_134.0,PROJ_REAL_134.0_7,labor_and_equipment.2,60,80.0,1,Labor and Equipment.2,0.8441815254499228,0,5,0,0,7,15000,20.0,300000.0
PROJ_REAL_135.0,PROJ_REAL_135.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.6504869616182662,0,1,0,0,7,10000,12.0,120000.0
PROJ_REAL_136.0,PROJ_REAL_136.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.8823240196069047,0,5,0,0,7,10000,16.0,160000.0
PROJ_REAL_137.0,PROJ_REAL_137.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.8198228055153822,0,4,0,0,7,25000,16.0,400000.0
PROJ_REAL_138.0,PROJ_REAL_138.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.5855796722910037,0,4,0,0,7,15000,12.0,180000.0
PROJ_REAL_139.0,PROJ_REAL_139.0_7,labor_and_equipment.2,60,80.0,1,Labor and Equipment.2,0.9976468194539201,0,0,0,0,7,10000,20.0,200000.0
PROJ_REAL_140.0,PROJ_REAL_140.0_7,labor_and_equipment.2,60,76.0,1,Labor and Equipment.2,0.8611365619606081,0,4,0,1,7,15000,16.0,240000.0
PROJ_REAL_141.0,PROJ_REAL_141.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.6109208920955949,0,3,0,1,7,25000,12.0,300000.0
PROJ_REAL_142.0,PROJ_REAL_142.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.5984024432803717,0,2,0,0,7,15000,12.0,180000.0
PROJ_REAL_143.0,PROJ_REAL_143.0_7,labor_and_equipment.2,60,72.0,1,Labor and Equipment.2,0.5074941446916109,0,0,0,1,7,25000,12.0,300000.0
PROJ_REAL_1.0,PROJ_REAL_1.0_8,labor_and_equipment.3,60,64.0,0,Labor and Equipment.3,0.3820034725345799,0,7,0,0,8,20000,4.0,0.0
PROJ_REAL_2.0,PROJ_REAL_2.0_8,labor_and_equipment.3,60,72.0,1,Labor and Equipment.3,0.3854170214216043,0,7,0,0,8,15000,12.0,180000.0
